Model,Make,YOM,Color,Used,Transmission,Mileage,Location,Price
Land,Toyota,2016,Black,Kenyan Used,Automatic,100000,"Nairobi, Nairobi Central","KSh 7,700,000"
Discovery,Land Rover,2015,Black,Kenyan Used,Automatic,68000,"Nairobi, Nairobi Central","KSh 5,300,000"
Discovery,Land Rover,2015,Black,Kenyan Used,Automatic,68000,"Nairobi, Nairobi Central","KSh 5,300,000"
Dualis,Nissan,2015,Black,Kenyan Used,Automatic,49000,"Nairobi, Nairobi Central","KSh 1,480,000"
Dualis,Nissan,2015,Black,Kenyan Used,Automatic,49000,"Nairobi, Nairobi Central","KSh 1,480,000"
Outback,Subaru,2015,Black,Kenyan Used,Automatic,66000,"Nairobi, Nairobi Central","KSh 3,100,000"
Vitz,Toyota,2015,Black,Kenyan Used,Automatic,101458,"Nairobi, Nairobi Central","KSh 635,000"
Vitz,Toyota,2015,Black,Kenyan Used,Automatic,101458,"Nairobi, Nairobi Central","KSh 635,000"
Porte,Toyota,2015,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 730,000"
CR-V,Honda,2014,Black,Kenyan Used,Automatic,60000,"Nairobi, Nairobi Central","KSh 2,900,000"
Atenza,Mazda,2014,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,650,000"
CX-5,Mazda,2014,Black,Kenyan Used,Automatic,109000,"Nairobi, Nairobi Central","KSh 1,950,000"
CX-5,Mazda,2014,Black,Kenyan Used,Automatic,109000,"Nairobi, Nairobi Central","KSh 1,950,000"
CX-5,Mazda,2014,Black,Kenyan Used,Automatic,109000,"Nairobi, Nairobi Central","KSh 1,950,000"
Outlander,Mitsubishi,2014,Black,Kenyan Used,Automatic,139000,"Nairobi, Nairobi Central","KSh 1,850,000"
Note,Nissan,2014,Black,Kenyan Used,Automatic,85000,"Nairobi, Nairobi Central","KSh 765,000"
Note,Nissan,2014,Black,Kenyan Used,Automatic,85000,"Nairobi, Nairobi Central","KSh 765,000"
Note,Nissan,2014,Black,Kenyan Used,Automatic,85000,"Nairobi, Nairobi Central","KSh 765,000"
2008,Peugeot,2014,Black,Kenyan Used,Automatic,92000,"Nairobi, Nairobi Central","KSh 950,000"
Outback,Subaru,2014,Black,Kenyan Used,Automatic,182519,"Nairobi, Nairobi Central","KSh 1,450,000"
Forester,Subaru,2014,Black,Kenyan Used,Automatic,134000,"Nairobi, Nairobi Central","KSh 1,770,000"
Forester,Subaru,2014,Black,Kenyan Used,Automatic,101800,"Nairobi, Nairobi Central","KSh 1,830,000"
Outback,Subaru,2014,Black,Kenyan Used,Automatic,78653,"Nairobi, Nairobi Central","KSh 1,930,000"
Forester,Subaru,2014,Black,Kenyan Used,Automatic,90000,"Nairobi, Nairobi Central","KSh 2,700,000"
Fielder,Toyota,2014,Black,Kenyan Used,Automatic,92000,"Nairobi, Nairobi Central","KSh 1,000,000"
Fielder,Toyota,2014,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,200,000"
Voxy,Toyota,2014,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,939,000"
Harrier,Toyota,2014,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,800,000"
Harrier,Toyota,2014,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,899,000"
Harrier,Toyota,2014,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,899,000"
Harrier,Toyota,2014,Black,Kenyan Used,Automatic,80000,"Nairobi, Nairobi Central","KSh 3,000,000"
Harrier,Toyota,2014,Black,Kenyan Used,Automatic,80000,"Nairobi, Nairobi Central","KSh 3,000,000"
Harrier,Toyota,2014,Black,Kenyan Used,Automatic,95000,"Nairobi, Nairobi Central","KSh 3,250,000"
Harrier,Toyota,2014,Black,Kenyan Used,Automatic,95000,"Nairobi, Nairobi Central","KSh 3,250,000"
Harrier,Toyota,2014,Black,Kenyan Used,Automatic,90405,"Nairobi, Nairobi Central","KSh 3,350,000"
Land,Toyota,2014,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 4,200,000"
Spade,Toyota,2014,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 890,000"
X3,BMW,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,500,000"
X3,BMW,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,500,000"
Ranger,Ford,2013,Black,Kenyan Used,Automatic,76000,"Nairobi, Nairobi Central","KSh 2,200,000"
Grand,Jeep,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 3,900,000"
Range,Land Rover,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 10,900,000"
Range,Land Rover,2013,Black,Kenyan Used,Automatic,58400,"Nairobi, Nairobi Central","KSh 3,700,000"
Range,Land Rover,2013,Black,Kenyan Used,Automatic,58400,"Nairobi, Nairobi Central","KSh 3,700,000"
RX,Lexus,2013,Black,Kenyan Used,Automatic,71523,"Nairobi, Nairobi Central","KSh 3,300,000"
Biante,Mazda,2013,Black,Kenyan Used,Automatic,76000,"Nairobi, Nairobi Central","KSh 1,250,000"
Demio,Mazda,2013,Black,Kenyan Used,Automatic,119000,"Nairobi, Nairobi Central","KSh 590,000"
Demio,Mazda,2013,Black,Kenyan Used,Automatic,119000,"Nairobi, Nairobi Central","KSh 590,000"
Demio,Mazda,2013,Black,Kenyan Used,Automatic,106000,"Nairobi, Nairobi Central","KSh 630,000"
G-Class,Mercedes-Benz,2013,Black,Kenyan Used,Automatic,67000,"Nairobi, Nairobi Central","KSh 13,000,000"
C200,Mercedes-Benz,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,150,000"
E350,Mercedes-Benz,2013,Black,Kenyan Used,Automatic,69864,"Nairobi, Nairobi Central","KSh 3,650,000"
RVR,Mitsubishi,2013,Black,Kenyan Used,Automatic,101743,"Nairobi, Nairobi Central","KSh 1,450,000"
Teana,Nissan,2013,Black,Kenyan Used,Automatic,153000,"Nairobi, Nairobi Central","KSh 1,150,000"
Teana,Nissan,2013,Black,Kenyan Used,Automatic,153000,"Nairobi, Nairobi Central","KSh 1,150,000"
Juke,Nissan,2013,Black,Kenyan Used,Automatic,85232,"Nairobi, Nairobi Central","KSh 1,320,000"
Juke,Nissan,2013,Black,Kenyan Used,Automatic,85232,"Nairobi, Nairobi Central","KSh 1,320,000"
X-Trail,Nissan,2013,Black,Kenyan Used,Automatic,980000,"Nairobi, Nairobi Central","KSh 1,530,000"
Note,Nissan,2013,Black,Kenyan Used,Automatic,100000,"Nairobi, Nairobi Central","KSh 620,000"
Forester,Subaru,2013,Black,Kenyan Used,Automatic,123733,"Nairobi, Nairobi Central","KSh 1,750,000"
Forester,Subaru,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,890,000"
Outback,Subaru,2013,Black,Kenyan Used,Automatic,98653,"Nairobi, Nairobi Central","KSh 1,950,000"
Outback,Subaru,2013,Black,Kenyan Used,Automatic,98653,"Nairobi, Nairobi Central","KSh 1,950,000"
Escudo,Suzuki,2013,Black,Kenyan Used,Automatic,130000,"Nairobi, Nairobi Central","KSh 860,000"
Voxy,Toyota,2013,Black,Kenyan Used,Automatic,111000,"Nairobi, Nairobi Central","KSh 1,070,000"
Auris,Toyota,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,100,000"
Premio,Toyota,2013,Black,Kenyan Used,Automatic,153472,"Nairobi, Nairobi Central","KSh 1,200,000"
Fielder,Toyota,2013,Black,Kenyan Used,Automatic,109345,"Nairobi, Nairobi Central","KSh 1,230,000"
Premio,Toyota,2013,Black,Kenyan Used,Automatic,124000,"Nairobi, Nairobi Central","KSh 1,230,000"
Premio,Toyota,2013,Black,Kenyan Used,Automatic,115238,"Nairobi, Nairobi Central","KSh 1,250,000"
Premio,Toyota,2013,Black,Kenyan Used,Automatic,118523,"Nairobi, Nairobi Central","KSh 1,250,000"
Premio,Toyota,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,280,000"
Noah,Toyota,2013,Black,Kenyan Used,Automatic,115232,"Nairobi, Nairobi Central","KSh 1,295,000"
Premio,Toyota,2013,Black,Kenyan Used,Automatic,112890,"Nairobi, Nairobi Central","KSh 1,300,000"
Premio,Toyota,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,370,000"
Noah,Toyota,2013,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 1,380,000"
Noah,Toyota,2013,Black,Kenyan Used,Automatic,180672,"Nairobi, Nairobi Central","KSh 1,700,000"
Noah,Toyota,2013,Black,Kenyan Used,Automatic,180672,"Nairobi, Nairobi Central","KSh 1,700,000"
Vanguard,Toyota,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 2,250,000"
Harrier,Toyota,2013,Black,Kenyan Used,Automatic,82000,"Nairobi, Nairobi Central","KSh 2,630,000"
Vanguard,Toyota,2013,Black,Kenyan Used,Automatic,92369,"Nairobi, Nairobi Central","KSh 2,700,000"
Vanguard,Toyota,2013,Black,Kenyan Used,Automatic,92369,"Nairobi, Nairobi Central","KSh 2,700,000"
Harrier,Toyota,2013,Black,Kenyan Used,Automatic,20000,"Nairobi, Nairobi Central","KSh 3,000,000"
Harrier,Toyota,2013,Black,Kenyan Used,Automatic,92000,"Nairobi, Nairobi Central","KSh 3,100,000"
Harrier,Toyota,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 3,100,000"
Harrier,Toyota,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 3,100,000"
Land,Toyota,2013,Black,Kenyan Used,Automatic,129000,"Nairobi, Nairobi Central","KSh 5,200,000"
Land,Toyota,2013,Black,Kenyan Used,Automatic,48000,"Nairobi, Nairobi Central","KSh 5,550,000"
Ractis,Toyota,2013,Black,Kenyan Used,Automatic,95204,"Nairobi, Nairobi Central","KSh 750,000"
Axio,Toyota,2013,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 990,000"
A3,Audi,2012,Black,Kenyan Used,Automatic,86688,"Nairobi, Nairobi Central","KSh 1,000,000"
X5,BMW,2012,Black,Kenyan Used,Automatic,91432,"Nairobi, Nairobi Central","KSh 2,200,000"
Mira,Daihatsu,2012,Black,Kenyan Used,Automatic,122864,"Nairobi, Nairobi Central","KSh 379,000"
Escape,Ford,2012,Black,Kenyan Used,Automatic,110000,"Nairobi, Nairobi Central","KSh 1,550,000"
CR-V,Honda,2012,Black,Kenyan Used,Automatic,105000,"Nairobi, Nairobi Central","KSh 1,620,000"
CR-V,Honda,2012,Black,Kenyan Used,Automatic,168291,"Nairobi, Nairobi Central","KSh 1,850,000"
Fit,Honda,2012,Black,Kenyan Used,Automatic,105368,"Nairobi, Nairobi Central","KSh 580,000"
Fit,Honda,2012,Black,Kenyan Used,Automatic,114000,"Nairobi, Nairobi Central","KSh 650,000"
Fit,Honda,2012,Black,Kenyan Used,Automatic,146000,"Nairobi, Nairobi Central","KSh 685,000"
Stream,Honda,2012,Black,Kenyan Used,Automatic,121808,"Nairobi, Nairobi Central","KSh 990,000"
Stream,Honda,2012,Black,Kenyan Used,Automatic,121808,"Nairobi, Nairobi Central","KSh 990,000"
CX-5,Mazda,2012,Black,Kenyan Used,Automatic,89000,"Nairobi, Nairobi Central","KSh 1,550,000"
CX-5,Mazda,2012,Black,Kenyan Used,Automatic,89000,"Nairobi, Nairobi Central","KSh 1,550,000"
CX-5,Mazda,2012,Black,Kenyan Used,Automatic,105000,"Nairobi, Nairobi Central","KSh 1,650,000"
Demio,Mazda,2012,Black,Kenyan Used,Automatic,80000,"Nairobi, Nairobi Central","KSh 640,000"
Premacy,Mazda,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 760,000"
C200,Mercedes-Benz,2012,Black,Kenyan Used,Automatic,69584,"Nairobi, Nairobi Central","KSh 1,950,000"
C250,Mercedes-Benz,2012,Black,Kenyan Used,Automatic,70000,"Nairobi, Nairobi Central","KSh 2,300,000"
C250,Mercedes-Benz,2012,Black,Kenyan Used,Automatic,70000,"Nairobi, Nairobi Central","KSh 2,300,000"
E200,Mercedes-Benz,2012,Black,Kenyan Used,Automatic,91556,"Nairobi, Nairobi Central","KSh 2,600,000"
E200,Mercedes-Benz,2012,Black,Kenyan Used,Automatic,91556,"Nairobi, Nairobi Central","KSh 2,600,000"
E250,Mercedes-Benz,2012,Black,Kenyan Used,Automatic,83000,"Nairobi, Nairobi Central","KSh 2,750,000"
E250,Mercedes-Benz,2012,Black,Kenyan Used,Automatic,83000,"Nairobi, Nairobi Central","KSh 2,750,000"
E250,Mercedes-Benz,2012,Black,Kenyan Used,Automatic,83000,"Nairobi, Nairobi Central","KSh 2,750,000"
RVR,Mitsubishi,2012,Black,Kenyan Used,Automatic,50000,"Nairobi, Nairobi Central","KSh 1,300,000"
RVR,Mitsubishi,2012,Black,Kenyan Used,Automatic,98000,"Nairobi, Nairobi Central","KSh 1,450,000"
RVR,Mitsubishi,2012,Black,Kenyan Used,Automatic,98000,"Nairobi, Nairobi Central","KSh 1,450,000"
RVR,Mitsubishi,2012,Black,Kenyan Used,Automatic,98000,"Nairobi, Nairobi Central","KSh 1,450,000"
Pajero,Mitsubishi,2012,Black,Kenyan Used,Automatic,136910,"Nairobi, Nairobi Central","KSh 2,650,000"
Murano,Nissan,2012,Black,Kenyan Used,Automatic,102000,"Nairobi, Nairobi Central","KSh 1,200,000"
Dualis,Nissan,2012,Black,Kenyan Used,Automatic,150000,"Nairobi, Nairobi Central","KSh 1,220,000"
Dualis,Nissan,2012,Black,Kenyan Used,Automatic,115863,"Nairobi, Nairobi Central","KSh 1,260,000"
Murano,Nissan,2012,Black,Kenyan Used,Automatic,150000,"Nairobi, Nairobi Central","KSh 1,760,000"
Murano,Nissan,2012,Black,Kenyan Used,Automatic,150000,"Nairobi, Nairobi Central","KSh 1,760,000"
Murano,Nissan,2012,Black,Kenyan Used,Automatic,150000,"Nairobi, Nairobi Central","KSh 1,760,000"
Murano,Nissan,2012,Black,Kenyan Used,Automatic,150000,"Nairobi, Nairobi Central","KSh 1,760,000"
Cayenne,Porsche,2012,Black,Kenyan Used,Automatic,56898,"Nairobi, Nairobi Central","KSh 3,900,000"
Outback,Subaru,2012,Black,Kenyan Used,Automatic,75326,"Nairobi, Nairobi Central","KSh 1,450,000"
Outback,Subaru,2012,Black,Kenyan Used,Automatic,112789,"Nairobi, Nairobi Central","KSh 1,650,000"
Forester,Subaru,2012,Black,Kenyan Used,Automatic,114257,"Nairobi, Nairobi Central","KSh 1,680,000"
Outback,Subaru,2012,Black,Kenyan Used,Automatic,98000,"Nairobi, Nairobi Central","KSh 1,780,000"
Outback,Subaru,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,800,000"
Outback,Subaru,2012,Black,Kenyan Used,Automatic,98563,"Nairobi, Nairobi Central","KSh 1,800,000"
Outback,Subaru,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,800,000"
Outback,Subaru,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,800,000"
Impreza,Subaru,2012,Black,Kenyan Used,Automatic,163882,"Nairobi, Nairobi Central","KSh 900,000"
Swift,Suzuki,2012,Black,Kenyan Used,Automatic,110000,"Nairobi, Nairobi Central","KSh 650,000"
Fielder,Toyota,2012,Black,Kenyan Used,Automatic,97388,"Nairobi, Nairobi Central","KSh 1,080,000"
Fielder,Toyota,2012,Black,Kenyan Used,Automatic,97388,"Nairobi, Nairobi Central","KSh 1,085,000"
Fielder,Toyota,2012,Black,Kenyan Used,Automatic,97388,"Nairobi, Nairobi Central","KSh 1,085,000"
Fielder,Toyota,2012,Black,Kenyan Used,Automatic,97388,"Nairobi, Nairobi Central","KSh 1,085,000"
Voxy,Toyota,2012,Black,Kenyan Used,Automatic,99055,"Nairobi, Nairobi Central","KSh 1,090,000"
Voxy,Toyota,2012,Black,Kenyan Used,Automatic,128000,"Nairobi, Nairobi Central","KSh 1,100,000"
Allion,Toyota,2012,Black,Kenyan Used,Automatic,120000,"Nairobi, Nairobi Central","KSh 1,100,000"
Fielder,Toyota,2012,Black,Kenyan Used,Automatic,98697,"Nairobi, Nairobi Central","KSh 1,120,000"
Fielder,Toyota,2012,Black,Kenyan Used,Automatic,98697,"Nairobi, Nairobi Central","KSh 1,120,000"
Premio,Toyota,2012,Black,Kenyan Used,Automatic,115863,"Nairobi, Nairobi Central","KSh 1,170,000"
Wish,Toyota,2012,Black,Kenyan Used,Automatic,98000,"Nairobi, Nairobi Central","KSh 1,180,000"
Wish,Toyota,2012,Black,Kenyan Used,Automatic,98051,"Nairobi, Nairobi Central","KSh 1,200,000"
Voxy,Toyota,2012,Black,Kenyan Used,Automatic,117000,"Nairobi, Nairobi Central","KSh 1,230,000"
Voxy,Toyota,2012,Black,Kenyan Used,Automatic,109254,"Nairobi, Nairobi Central","KSh 1,250,000"
Crown,Toyota,2012,Black,Kenyan Used,Automatic,102000,"Nairobi, Nairobi Central","KSh 1,250,000"
Crown,Toyota,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,250,000"
Premio,Toyota,2012,Black,Kenyan Used,Automatic,98000,"Nairobi, Nairobi Central","KSh 1,255,000"
Mark,Toyota,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,270,000"
Mark,Toyota,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,270,000"
Voxy,Toyota,2012,Black,Kenyan Used,Automatic,84000,"Nairobi, Nairobi Central","KSh 1,280,000"
Crown,Toyota,2012,Black,Kenyan Used,Automatic,109821,"Nairobi, Nairobi Central","KSh 1,300,000"
Crown,Toyota,2012,Black,Kenyan Used,Automatic,125382,"Nairobi, Nairobi Central","KSh 1,350,000"
Crown,Toyota,2012,Black,Kenyan Used,Automatic,100000,"Nairobi, Nairobi Central","KSh 1,500,000"
Crown,Toyota,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,790,000"
Vanguard,Toyota,2012,Black,Kenyan Used,Automatic,75000,"Nairobi, Nairobi Central","KSh 1,980,000"
Vanguard,Toyota,2012,Black,Kenyan Used,Automatic,86000,"Nairobi, Nairobi Central","KSh 2,000,000"
Vanguard,Toyota,2012,Black,Kenyan Used,Automatic,84624,"Nairobi, Nairobi Central","KSh 2,100,000"
Vanguard,Toyota,2012,Black,Kenyan Used,Automatic,86523,"Nairobi, Nairobi Central","KSh 2,170,000"
Vanguard,Toyota,2012,Black,Kenyan Used,Automatic,86523,"Nairobi, Nairobi Central","KSh 2,170,000"
Vanguard,Toyota,2012,Black,Kenyan Used,Automatic,105000,"Nairobi, Nairobi Central","KSh 2,180,000"
Vanguard,Toyota,2012,Black,Kenyan Used,Automatic,95900,"Nairobi, Nairobi Central","KSh 2,200,000"
Harrier,Toyota,2012,Black,Kenyan Used,Automatic,95860,"Nairobi, Nairobi Central","KSh 2,300,000"
Hilux,Toyota,2012,Black,Kenyan Used,Automatic,156325,"Nairobi, Nairobi Central","KSh 2,300,000"
Fortuner,Toyota,2012,Black,Kenyan Used,Automatic,121000,"Nairobi, Nairobi Central","KSh 2,490,000"
Hilux,Toyota,2012,Black,Kenyan Used,Automatic,83415,"Nairobi, Nairobi Central","KSh 2,500,000"
Fortuner,Toyota,2012,Black,Kenyan Used,Automatic,115000,"Nairobi, Nairobi Central","KSh 2,950,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 3,450,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,11111,"Nairobi, Nairobi Central","KSh 3,700,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,88000,"Nairobi, Nairobi Central","KSh 4,000,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,91089,"Nairobi, Nairobi Central","KSh 4,100,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,98131,"Nairobi, Nairobi Central","KSh 4,200,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,85000,"Nairobi, Nairobi Central","KSh 4,500,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,85000,"Nairobi, Nairobi Central","KSh 4,500,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,112000,"Nairobi, Nairobi Central","KSh 4,800,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,76052,"Nairobi, Nairobi Central","KSh 4,850,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,76052,"Nairobi, Nairobi Central","KSh 4,850,000"
Land,Toyota,2012,Black,Kenyan Used,Automatic,99208,"Nairobi, Nairobi Central","KSh 5,800,000"
Corolla,Toyota,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 590,000"
Corolla,Toyota,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 590,000"
Wish,Toyota,2012,Black,Kenyan Used,Automatic,109000,"Nairobi, Nairobi Central","KSh 950,000"
Auris,Toyota,2012,Black,Kenyan Used,Automatic,127389,"Nairobi, Nairobi Central","KSh 960,000"
Wish,Toyota,2012,Black,Kenyan Used,Automatic,102580,"Nairobi, Nairobi Central","KSh 960,000"
Fielder,Toyota,2012,Black,Kenyan Used,Automatic,132385,"Nairobi, Nairobi Central","KSh 980,000"
Wish,Toyota,2012,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 999,000"
Golf,Volkswagen,2012,Black,Kenyan Used,Automatic,100000,"Nairobi, Nairobi Central","KSh 1,390,000"
Golf,Volkswagen,2012,Black,Kenyan Used,Automatic,87000,"Nairobi, Nairobi Central","KSh 880,000"
Golf,Volkswagen,2012,Black,Kenyan Used,Automatic,87000,"Nairobi, Nairobi Central","KSh 880,000"
Golf,Volkswagen,2012,Black,Kenyan Used,Automatic,102000,"Nairobi, Nairobi Central","KSh 940,000"
A4,Audi,2011,Black,Kenyan Used,Automatic,102000,"Nairobi, Nairobi Central","KSh 1,280,000"
A4,Audi,2011,Black,Kenyan Used,Automatic,102000,"Nairobi, Nairobi Central","KSh 1,280,000"
Q5,Audi,2011,Black,Kenyan Used,Automatic,131000,"Nairobi, Nairobi Central","KSh 2,750,000"
Q5,Audi,2011,Black,Kenyan Used,Automatic,130000,"Nairobi, Nairobi Central","KSh 2,800,000"
A3,Audi,2011,Black,Kenyan Used,Automatic,160000,"Nairobi, Nairobi Central","KSh 855,000"
A3,Audi,2011,Black,Kenyan Used,Automatic,160000,"Nairobi, Nairobi Central","KSh 855,000"
320i,BMW,2011,Black,Kenyan Used,Automatic,123567,"Nairobi, Nairobi Central","KSh 980,000"
CR-V,Honda,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,419,000"
CR-V,Honda,2011,Black,Kenyan Used,Automatic,151223,"Nairobi, Nairobi Central","KSh 1,650,000"
CR-V,Honda,2011,Black,Kenyan Used,Automatic,89665,"Nairobi, Nairobi Central","KSh 1,650,000"
CR-V,Honda,2011,Black,Kenyan Used,Automatic,83000,"Nairobi, Nairobi Central","KSh 1,950,000"
Fit,Honda,2011,Black,Kenyan Used,Automatic,131000,"Nairobi, Nairobi Central","KSh 565,000"
Fit,Honda,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 580,000"
Fit,Honda,2011,Black,Kenyan Used,Automatic,163000,"Nairobi, Nairobi Central","KSh 580,000"
Fit,Honda,2011,Black,Kenyan Used,Automatic,125385,"Nairobi, Nairobi Central","KSh 595,000"
Fit,Honda,2011,Black,Kenyan Used,Automatic,125385,"Nairobi, Nairobi Central","KSh 595,000"
Discovery,Land Rover,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 3,249,999"
RX,Lexus,2011,Black,Kenyan Used,Automatic,80000,"Nairobi, Nairobi Central","KSh 2,900,000"
CX-7,Mazda,2011,Black,Kenyan Used,Automatic,97000,"Nairobi, Nairobi Central","KSh 1,440,000"
Demio,Mazda,2011,Black,Kenyan Used,Automatic,58000,"Nairobi, Nairobi Central","KSh 550,000"
E250,Mercedes-Benz,2011,Black,Kenyan Used,Automatic,112000,"Nairobi, Nairobi Central","KSh 2,250,000"
E250,Mercedes-Benz,2011,Black,Kenyan Used,Automatic,111000,"Nairobi, Nairobi Central","KSh 2,400,000"
Juke,Nissan,2011,Black,Kenyan Used,Automatic,131421,"Nairobi, Nairobi Central","KSh 1,000,000"
X-Trail,Nissan,2011,Black,Kenyan Used,Automatic,112456,"Nairobi, Nairobi Central","KSh 1,080,000"
X-Trail,Nissan,2011,Black,Kenyan Used,Automatic,123563,"Nairobi, Nairobi Central","KSh 1,080,000"
X-Trail,Nissan,2011,Black,Kenyan Used,Automatic,101000,"Nairobi, Nairobi Central","KSh 1,090,000"
X-Trail,Nissan,2011,Black,Kenyan Used,Automatic,117000,"Nairobi, Nairobi Central","KSh 1,100,000"
X-Trail,Nissan,2011,Black,Kenyan Used,Automatic,76888,"Nairobi, Nairobi Central","KSh 1,350,000"
X-Trail,Nissan,2011,Black,Kenyan Used,Automatic,76888,"Nairobi, Nairobi Central","KSh 1,350,000"
X-Trail,Nissan,2011,Black,Kenyan Used,Automatic,76888,"Nairobi, Nairobi Central","KSh 1,350,000"
March,Nissan,2011,Black,Kenyan Used,Automatic,172000,"Nairobi, Nairobi Central","KSh 485,000"
Note,Nissan,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 520,000"
Lafesta,Nissan,2011,Black,Kenyan Used,Automatic,142629,"Nairobi, Nairobi Central","KSh 710,000"
Teana,Nissan,2011,Black,Kenyan Used,Automatic,102785,"Nairobi, Nairobi Central","KSh 770,000"
Teana,Nissan,2011,Black,Kenyan Used,Automatic,105505,"Nairobi, Nairobi Central","KSh 800,000"
Teana,Nissan,2011,Black,Kenyan Used,Automatic,105505,"Nairobi, Nairobi Central","KSh 800,000"
Juke,Nissan,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 870,000"
Grand,Suzuki,2011,Black,Kenyan Used,Automatic,Unavailable,"Nairobi, Nairobi Central","KSh 1,465,000"
Escudo,Suzuki,2011,Black,Kenyan Used,Automatic,96104,"Nairobi, Nairobi Central","KSh 1,650,000"
Swift,Suzuki,2011,Black,Kenyan Used,Automatic,119900,"Nairobi, Nairobi Central","KSh 540,000"
Wish,Toyota,2011,Black,Kenyan Used,Automatic,119852,"Nairobi, Nairobi Central","KSh 1,000,000"
Wish,Toyota,2011,Black,Kenyan Used,Automatic,104520,"Nairobi, Nairobi Central","KSh 1,030,000"
Fielder,Toyota,2011,Black,Kenyan Used,Automatic,98100,"Nairobi, Nairobi Central","KSh 1,049,000"
Fielder,Toyota,2011,Black,Kenyan Used,Automatic,97562,"Nairobi, Nairobi Central","KSh 1,080,000"
Fielder,Toyota,2011,Black,Kenyan Used,Automatic,97562,"Nairobi, Nairobi Central","KSh 1,080,000"
Voxy,Toyota,2011,Black,Kenyan Used,Automatic,138963,"Nairobi, Nairobi Central","KSh 1,100,000"
Fielder,Toyota,2011,Black,Kenyan Used,Automatic,98653,"Nairobi, Nairobi Central","KSh 1,100,000"
