Model,Make,YOM,Color,Used,Transmission,Mileage,Location,Price
X-Trail,Nissan,2015,Black,Brand New,Automatic,58412,"Mombasa, Tudor","KSh 2,250,000"
RAV4,Toyota,2015,Black,Brand New,Automatic,52412,"Mombasa, Tudor","KSh 2,650,000"
Touareg,Volkswagen,2015,Black,Brand New,Automatic,52123,"Mombasa, Tudor","KSh 3,550,000"
Fit,Honda,2014,Black,Brand New,Automatic,46125,"Mombasa, Tudor","KSh 730,000"
CX-5,Mazda,2014,Black,Brand New,Automatic,69412,"Mombasa, Tudor","KSh 1,950,000"
CX-5,Mazda,2014,Black,Brand New,Automatic,56412,"Mombasa, Tudor","KSh 1,950,000"
RVR,Mitsubishi,2014,Black,Brand New,Automatic,69123,"Mombasa, Tudor","KSh 1,600,000"
Forester,Subaru,2014,Black,Brand New,Automatic,56412,"Mombasa, Tudor","KSh 2,580,000"
Auris,Toyota,2014,Black,Brand New,Automatic,89412,"Mombasa, Tudor","KSh 1,070,000"
Avensis,Toyota,2014,Black,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 1,300,000"
Vanguard,Toyota,2014,Black,Brand New,Automatic,51240,"Mombasa, Tudor","KSh 2,400,000"
RAV4,Toyota,2014,Black,Brand New,Automatic,69442,"Mombasa, Tudor","KSh 2,400,000"
Harrier,Toyota,2014,Black,Brand New,Automatic,71235,"Mombasa, Tudor","KSh 3,300,000"
Auris,Toyota,2014,Black,Brand New,Automatic,56412,"Mombasa, Tudor","KSh 950,000"
Touareg,Volkswagen,2014,Black,Brand New,Automatic,56412,"Mombasa, Tudor","KSh 3,600,000"
X6,BMW,2013,Black,Brand New,Automatic,69125,"Mombasa, Tudor","KSh 5,200,000"
Rover,Land,2013,Black,Brand New,Automatic,74123,"Mombasa, Tudor","KSh 4,700,000"
Rover,Land,2013,Black,Brand New,Automatic,71234,"Mombasa, Tudor","KSh 5,400,000"
Murano,Nissan,2013,Black,Brand New,Automatic,85412,"Mombasa, Tudor","KSh 1,600,000"
X-Trail,Nissan,2013,Black,Brand New,Automatic,52143,"Mombasa, Tudor","KSh 1,650,000"
Auris,Toyota,2013,Black,Brand New,Automatic,48742,"Mombasa, Tudor","KSh 1,050,000"
Auris,Toyota,2013,Black,Brand New,Automatic,85412,"Mombasa, Tudor","KSh 1,050,000"
Fielder,Toyota,2013,Black,Brand New,Automatic,45142,"Mombasa, Tudor","KSh 1,150,000"
Fielder,Toyota,2013,Black,Brand New,Automatic,45123,"Mombasa, Tudor","KSh 1,250,000"
Noah,Toyota,2013,Black,Brand New,Automatic,46120,"Mombasa, Tudor","KSh 1,400,000"
Camry,Toyota,2013,Black,Brand New,Automatic,41258,"Mombasa, Tudor","KSh 1,900,000"
Vanguard,Toyota,2013,Black,Brand New,Automatic,87423,"Mombasa, Tudor","KSh 2,250,000"
Harrier,Toyota,2013,Black,Brand New,Automatic,59000,"Mombasa, Tudor","KSh 2,990,000"
RAV4,Toyota,2013,Black,Brand New,Automatic,52412,"Mombasa, Tudor","KSh 3,200,000"
Hilux,Toyota,2013,Black,Brand New,Automatic,85412,"Mombasa, Tudor","KSh 3,400,000"
Fit,Honda,2012,Black,Brand New,Automatic,85412,"Mombasa, Tudor","KSh 730,000"
LX,Lexus,2012,Black,Brand New,Automatic,45461,"Mombasa, Tudor","KSh 9,000,000"
CX-5,Mazda,2012,Black,Brand New,Automatic,98241,"Mombasa, Tudor","KSh 1,700,000"
Fuga,Nissan,2012,Black,Brand New,Automatic,42100,"Mombasa, Tudor","KSh 1,350,000"
Dualis,Nissan,2012,Black,Brand New,Automatic,94123,"Mombasa, Tudor","KSh 1,400,000"
4-Runner,Toyota,2012,Black,Brand New,Automatic,24523,"Mombasa, Tudor","KSh 1,000,000"
Mark,Toyota,2012,Black,Brand New,Automatic,98125,"Mombasa, Tudor","KSh 1,300,000"
Vanguard,Toyota,2012,Black,Brand New,Automatic,78123,"Mombasa, Tudor","KSh 2,100,000"
Land,Toyota,2012,Black,Brand New,Automatic,67412,"Mombasa, Tudor","KSh 4,250,000"
Premio,Toyota,2011,Black,Brand New,Automatic,88391,"Mombasa, Tudor","KSh 1,500,000"
Fit,Honda,2015,Blue,Brand New,Automatic,71423,"Mombasa, Tudor","KSh 940,000"
Impreza,Subaru,2015,Blue,Brand New,Automatic,46125,"Mombasa, Tudor","KSh 1,600,000"
CX-5,Mazda,2014,Blue,Brand New,Automatic,69412,"Mombasa, Tudor","KSh 1,700,000"
CX-5,Mazda,2014,Blue,Brand New,Automatic,95412,"Mombasa, Tudor","KSh 1,800,000"
CX-5,Mazda,2014,Blue,Brand New,Automatic,95412,"Mombasa, Tudor","KSh 1,800,000"
Legacy,Subaru,2014,Blue,Brand New,Automatic,35000,"Mombasa, Tudor","KSh 2,000,000"
Mark,Toyota,2014,Blue,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 1,400,000"
Axela,Mazda,2013,Blue,Brand New,Automatic,101412,"Mombasa, Tudor","KSh 1,000,000"
Demio,Mazda,2013,Blue,Brand New,Automatic,25413,"Mombasa, Tudor","KSh 650,000"
Demio,Mazda,2013,Blue,Brand New,Automatic,25413,"Mombasa, Tudor","KSh 650,000"
Mirage,Mitsubishi,2013,Blue,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 550,000"
Swift,Suzuki,2013,Blue,Brand New,Automatic,87412,"Mombasa, Tudor","KSh 660,000"
Rush,Toyota,2013,Blue,Brand New,Automatic,87123,"Mombasa, Tudor","KSh 1,400,000"
RVR,Mitsubishi,2011,Blue,Brand New,Automatic,52135,"Mombasa, Tudor","KSh 1,550,000"
RVR,Mitsubishi,2011,Blue,Brand New,Automatic,52135,"Mombasa, Tudor","KSh 1,550,000"
Eclipse,Mitsubishi,2016,Brown,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 3,150,000"
Q3,Audi,2015,Brown,Brand New,Automatic,45125,"Mombasa, Tudor","KSh 3,200,000"
Rover,Land,2015,Brown,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 4,550,000"
ISIS,Toyota,2014,Brown,Brand New,Automatic,51234,"Mombasa, Tudor","KSh 1,150,000"
Rover,Land,2013,Brown,Brand New,Automatic,69123,"Mombasa, Tudor","KSh 4,500,000"
Forester,Subaru,2013,Brown,Brand New,Automatic,98712,"Mombasa, Tudor","KSh 2,300,000"
Tiida,Nissan,2013,Gold,Brand New,Automatic,51240,"Mombasa, Tudor","KSh 700,000"
Note,Nissan,2012,Gold,Brand New,Automatic,67412,"Mombasa, Tudor","KSh 550,000"
Q7,Audi,2017,Gray,Brand New,Automatic,68412,"Mombasa, Tudor","KSh 5,900,000"
RVR,Mitsubishi,2014,Gray,Brand New,Automatic,69416,"Mombasa, Tudor","KSh 1,680,000"
Juke,Nissan,2014,Gray,Brand New,Automatic,74124,"Mombasa, Tudor","KSh 1,050,000"
Outback,Subaru,2014,Gray,Brand New,Automatic,105000,"Mombasa, Tudor","KSh 3,600,000"
Auris,Toyota,2014,Gray,Brand New,Automatic,65123,"Mombasa, Tudor","KSh 1,100,000"
RAV4,Toyota,2014,Gray,Brand New,Automatic,69412,"Mombasa, Tudor","KSh 3,300,000"
Sienta,Toyota,2014,Gray,Brand New,Automatic,84123,"Mombasa, Tudor","KSh 800,000"
Verisa,Mazda,2013,Gray,Brand New,Automatic,78153,"Mombasa, Tudor","KSh 780,000"
RVR,Mitsubishi,2013,Gray,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 1,590,000"
RVR,Mitsubishi,2013,Gray,Brand New,Automatic,85412,"Mombasa, Tudor","KSh 1,600,000"
Mark,Toyota,2013,Gray,Brand New,Automatic,61235,"Mombasa, Tudor","KSh 1,400,000"
Noah,Toyota,2013,Gray,Brand New,Automatic,78412,"Mombasa, Tudor","KSh 1,450,000"
Demio,Mazda,2012,Gray,Brand New,Automatic,75000,"Mombasa, Tudor","KSh 630,000"
Note,Nissan,2012,Gray,Brand New,Automatic,84123,"Mombasa, Tudor","KSh 610,000"
Note,Nissan,2011,Gray,Brand New,Automatic,75412,"Mombasa, Tudor","KSh 530,000"
SVX,Subaru,2014,Orange,Brand New,Automatic,42100,"Mombasa, Tudor","KSh 2,000,000"
Justy,Subaru,2013,Orange,Brand New,Automatic,45123,"Mombasa, Tudor","KSh 1,700,000"
Altezza,Toyota,2013,Orange,Brand New,Automatic,48975,"Mombasa, Tudor","KSh 730,000"
Wish,Toyota,2012,Orange,Brand New,Automatic,35125,"Mombasa, Tudor","KSh 1,300,000"
Vanguard,Toyota,2013,Purple,Brand New,Automatic,46152,"Mombasa, Tudor","KSh 2,100,000"
RAV4,Toyota,2019,Red,Brand New,Automatic,Unavailable,"Mombasa, Tudor","KSh 5,500,000"
CX-5,Mazda,2016,Red,Brand New,Automatic,56123,"Mombasa, Tudor","KSh 2,200,000"
CX-3,Mazda,2016,Red,Brand New,Automatic,45123,"Mombasa, Tudor","KSh 2,200,000"
NX,Lexus,2015,Red,Brand New,Automatic,49123,"Mombasa, Tudor","KSh 5,500,000"
Allion,Toyota,2015,Red,Brand New,Automatic,39412,"Mombasa, Tudor","KSh 1,200,000"
Fit,Honda,2014,Red,Brand New,Automatic,81243,"Mombasa, Tudor","KSh 850,000"
Swift,Suzuki,2014,Red,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 770,000"
ISIS,Toyota,2014,Red,Brand New,Automatic,71452,"Mombasa, Tudor","KSh 1,050,000"
Noah,Toyota,2014,Red,Brand New,Automatic,65741,"Mombasa, Tudor","KSh 1,880,000"
Passo,Toyota,2014,Red,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 560,000"
Golf,Volkswagen,2014,Red,Brand New,Automatic,74123,"Mombasa, Tudor","KSh 1,260,000"
CR-V,Honda,2013,Red,Brand New,Automatic,96412,"Mombasa, Tudor","KSh 2,250,000"
CT,Lexus,2013,Red,Brand New,Automatic,52142,"Mombasa, Tudor","KSh 2,300,000"
Axela,Mazda,2013,Red,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 880,000"
Note,Nissan,2013,Red,Brand New,Automatic,75412,"Mombasa, Tudor","KSh 650,000"
Cayenne,Porsche,2013,Red,Brand New,Automatic,21452,"Mombasa, Tudor","KSh 5,200,000"
Auris,Toyota,2013,Red,Brand New,Automatic,32142,"Mombasa, Tudor","KSh 1,050,000"
Vitz,Toyota,2013,Red,Brand New,Automatic,52100,"Mombasa, Tudor","KSh 750,000"
bB,Toyota,2013,Red,Brand New,Automatic,74123,"Mombasa, Tudor","KSh 780,000"
RVR,Mitsubishi,2012,Red,Brand New,Automatic,45628,"Mombasa, Tudor","KSh 1,500,000"
Juke,Nissan,2012,Red,Brand New,Automatic,109412,"Mombasa, Tudor","KSh 999,000"
Juke,Nissan,2011,Red,Brand New,Automatic,64037,"Mombasa, Tudor","KSh 1,100,000"
Rover,Land,2016,Silver,Brand New,Automatic,41723,"Mombasa, Tudor","KSh 9,500,000"
Succeed,Toyota,2015,Silver,Brand New,Automatic,95775,"Mombasa, Tudor","KSh 1,040,000"
Corolla,Toyota,2015,Silver,Brand New,Automatic,74000,"Mombasa, Tudor","KSh 1,380,000"
XV,Subaru,2014,Silver,Brand New,Automatic,47125,"Mombasa, Tudor","KSh 2,700,000"
Swift,Suzuki,2014,Silver,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 1,000,000"
IST,Toyota,2014,Silver,Brand New,Automatic,84123,"Mombasa, Tudor","KSh 1,100,000"
IST,Toyota,2014,Silver,Brand New,Automatic,84123,"Mombasa, Tudor","KSh 1,100,000"
Axio,Toyota,2014,Silver,Brand New,Automatic,63000,"Mombasa, Tudor","KSh 1,250,000"
Mark,Toyota,2014,Silver,Brand New,Automatic,59412,"Mombasa, Tudor","KSh 1,400,000"
Mark,Toyota,2014,Silver,Brand New,Automatic,421423,"Mombasa, Tudor","KSh 2,200,000"
FJ,Toyota,2014,Silver,Brand New,Automatic,41723,"Mombasa, Tudor","KSh 3,500,000"
E200,Mercedes-Benz,2013,Silver,Brand New,Automatic,46125,"Mombasa, Tudor","KSh 2,300,000"
E200,Mercedes-Benz,2013,Silver,Brand New,Automatic,46125,"Mombasa, Tudor","KSh 2,300,000"
Serena,Nissan,2013,Silver,Brand New,Automatic,69412,"Mombasa, Tudor","KSh 980,000"
EV,Suzuki,2013,Silver,Brand New,Automatic,78412,"Mombasa, Tudor","KSh 530,000"
Swift,Suzuki,2013,Silver,Brand New,Automatic,85412,"Mombasa, Tudor","KSh 680,000"
Noah,Toyota,2013,Silver,Brand New,Automatic,74123,"Mombasa, Tudor","KSh 1,400,000"
Mark,Toyota,2013,Silver,Brand New,Automatic,23456,"Mombasa, Tudor","KSh 1,600,000"
Probox,Toyota,2013,Silver,Brand New,Automatic,110412,"Mombasa, Tudor","KSh 790,000"
Fielder,Toyota,2013,Silver,Brand New,Automatic,54123,"Mombasa, Tudor","KSh 960,000"
Shuttle,Honda,2012,Silver,Brand New,Automatic,25425,"Mombasa, Tudor","KSh 930,000"
Teana,Nissan,2012,Silver,Brand New,Automatic,25142,"Mombasa, Tudor","KSh 900,000"
Swift,Suzuki,2012,Silver,Brand New,Automatic,84123,"Mombasa, Tudor","KSh 600,000"
Wish,Toyota,2012,Silver,Brand New,Automatic,90112,"Mombasa, Tudor","KSh 1,000,000"
Wish,Toyota,2012,Silver,Brand New,Automatic,96120,"Mombasa, Tudor","KSh 1,200,000"
Crown,Toyota,2012,Silver,Brand New,Automatic,87123,"Mombasa, Tudor","KSh 1,400,000"
Vanguard,Toyota,2012,Silver,Brand New,Automatic,98412,"Mombasa, Tudor","KSh 1,690,000"
Passo,Toyota,2012,Silver,Brand New,Automatic,5100,"Mombasa, Tudor","KSh 600,000"
Aqua,Toyota,2012,Silver,Brand New,Automatic,74123,"Mombasa, Tudor","KSh 780,000"
Vitz,Toyota,2012,Silver,Brand New,Automatic,53120,"Mombasa, Tudor","KSh 780,000"
RAV4,Toyota,2019,White,Brand New,Automatic,5,"Mombasa, Tudor","KSh 5,000,000"
LX,Lexus,2016,White,Brand New,Automatic,28000,"Mombasa, Tudor","KSh 18,000,000"
Forester,Subaru,2015,White,Brand New,Automatic,61423,"Mombasa, Tudor","KSh 2,600,000"
Fielder,Toyota,2015,White,Brand New,Automatic,70,"Mombasa, Tudor","KSh 1,150,000"
Harrier,Toyota,2015,White,Brand New,Automatic,45412,"Mombasa, Tudor","KSh 3,400,000"
Vitz,Toyota,2015,White,Brand New,Automatic,70,"Mombasa, Tudor","KSh 720,000"
CR-V,Honda,2014,White,Brand New,Automatic,59412,"Mombasa, Tudor","KSh 2,000,000"
Bongo,Mazda,2014,White,Brand New,Automatic,116985,"Mombasa, Tudor","KSh 1,000,000"
RVR,Mitsubishi,2014,White,Brand New,Automatic,87412,"Mombasa, Tudor","KSh 1,650,000"
Impreza,Subaru,2014,White,Brand New,Automatic,56000,"Mombasa, Tudor","KSh 1,350,000"
Alto,Suzuki,2014,White,Brand New,Automatic,69412,"Mombasa, Tudor","KSh 550,000"
Vanguard,Toyota,2014,White,Brand New,Automatic,78423,"Mombasa, Tudor","KSh 2,250,000"
Vanguard,Toyota,2014,White,Brand New,Automatic,59123,"Mombasa, Tudor","KSh 2,260,000"
Hilux,Toyota,2014,White,Brand New,Automatic,56123,"Mombasa, Tudor","KSh 2,700,000"
Hilux,Toyota,2014,White,Brand New,Automatic,56125,"Mombasa, Tudor","KSh 3,100,000"
Land,Toyota,2014,White,Brand New,Automatic,46123,"Mombasa, Tudor","KSh 6,900,000"
1000,Toyota,2014,White,Brand New,Automatic,45122,"Mombasa, Tudor","KSh 745,000"
Probox,Toyota,2014,White,Brand New,Automatic,69412,"Mombasa, Tudor","KSh 750,000"
Axela,Mazda,2013,White,Brand New,Automatic,87123,"Mombasa, Tudor","KSh 1,050,000"
Outlander,Mitsubishi,2013,White,Brand New,Automatic,85421,"Mombasa, Tudor","KSh 2,200,000"
Pajero,Mitsubishi,2013,White,Brand New,Automatic,54125,"Mombasa, Tudor","KSh 2,900,000"
X-Trail,Nissan,2013,White,Brand New,Automatic,23145,"Mombasa, Tudor","KSh 1,800,000"
Avensis,Toyota,2013,White,Brand New,Automatic,52142,"Mombasa, Tudor","KSh 1,200,000"
Rush,Toyota,2013,White,Brand New,Automatic,74123,"Mombasa, Tudor","KSh 1,450,000"
Premio,Toyota,2013,White,Brand New,Automatic,46200,"Mombasa, Tudor","KSh 1,600,000"
Vanguard,Toyota,2013,White,Brand New,Automatic,53000,"Mombasa, Tudor","KSh 2,100,000"
Probox,Toyota,2013,White,Brand New,Automatic,128412,"Mombasa, Tudor","KSh 830,000"
Fielder,Toyota,2013,White,Brand New,Automatic,98412,"Mombasa, Tudor","KSh 950,000"
RVR,Mitsubishi,2012,White,Brand New,Automatic,23452,"Mombasa, Tudor","KSh 1,550,000"
Alto,Suzuki,2012,White,Brand New,Automatic,107121,"Mombasa, Tudor","KSh 430,000"
Auris,Toyota,2012,White,Brand New,Automatic,87412,"Mombasa, Tudor","KSh 1,100,000"
RAV4,Toyota,2012,White,Brand New,Automatic,89412,"Mombasa, Tudor","KSh 1,980,000"
Vanguard,Toyota,2012,White,Brand New,Automatic,74142,"Mombasa, Tudor","KSh 2,350,000"
Hilux,Toyota,2012,White,Brand New,Automatic,52534,"Mombasa, Tudor","KSh 3,300,000"
Probox,Toyota,2012,White,Brand New,Automatic,91130,"Mombasa, Tudor","KSh 680,000"
E300,Mercedes-Benz,2011,White,Brand New,Automatic,90000,"Mombasa, Tudor","KSh 2,700,000"
Noah,Toyota,2010,White,Brand New,Automatic,124125,"Mombasa, Tudor","KSh 830,000"
Swift,Suzuki,2013,Yellow,Brand New,Automatic,44123,"Mombasa, Tudor","KSh 870,000"
Ranger,Ford,2020,Gray,Brand New,Automatic,Unavailable,"Nairobi, Industrial Area Nairobi","KSh 8,350,000"
Almera,Nissan,2020,White,Brand New,Automatic,215,"Nairobi, Karen","KSh 2,000,000"
Harrier,Toyota,2015,Black,Brand New,Automatic,100000,"Nairobi, Kilimani","KSh 3,000,000"
Fielder,Toyota,2015,Blue,Brand New,Automatic,57000,"Nairobi, Kilimani","KSh 1,400,000"
GL-Class,Mercedes-Benz,2010,Blue,Brand New,Automatic,Unavailable,"Nairobi, Kilimani","KSh 6,000,000"
C200,Mercedes-Benz,2013,Silver,Brand New,Automatic,26000,"Nairobi, Kilimani","KSh 2,350,000"
X3,BMW,2013,White,Brand New,Automatic,Unavailable,"Nairobi, Kilimani","KSh 3,299,999"
X-Trail,Nissan,2015,Gray,Brand New,Automatic,580000,"Nairobi, Komarock","KSh 1,980,000"
Almera,Nissan,2020,White,Brand New,Automatic,200,"Nairobi, Langata","KSh 2,200,000"
Auris,Toyota,2014,White,Brand New,Automatic,70504,"Nairobi, Lavington","KSh 1,450,000"
Creta,Hyundai,2021,Red,Brand New,Automatic,375,"Nairobi, Mombasa Road","KSh 4,500,000"
Creta,Hyundai,2021,Red,Brand New,Automatic,375,"Nairobi, Mombasa Road","KSh 4,500,000"
I10,Hyundai,2019,Silver,Brand New,Automatic,1005,"Nairobi, Mombasa Road","KSh 1,750,000"
I10,Hyundai,2019,Silver,Brand New,Automatic,1005,"Nairobi, Mombasa Road","KSh 1,750,000"
Palisade,Hyundai,2021,White,Brand New,Automatic,200,"Nairobi, Mombasa Road","KSh 11,800,000"
Palisade,Hyundai,2021,White,Brand New,Automatic,200,"Nairobi, Mombasa Road","KSh 11,800,000"
Land,Toyota,2012,Beige,Brand New,Automatic,89000,"Nairobi, Nairobi Central","KSh 6,950,000"
LX,Lexus,2016,Black,Brand New,Automatic,24000,"Nairobi, Nairobi Central","KSh 16,000,000"
Harrier,Toyota,2015,Black,Brand New,Automatic,54000,"Nairobi, Nairobi Central","KSh 3,700,000"
Fit,Honda,2014,Black,Brand New,Automatic,111423,"Nairobi, Nairobi Central","KSh 890,000"
X-Trail,Nissan,2014,Black,Brand New,Automatic,75000,"Nairobi, Nairobi Central","KSh 2,350,000"
Land,Toyota,2014,Black,Brand New,Automatic,52000,"Nairobi, Nairobi Central","KSh 5,900,000"
Cherokee,Jeep,2013,Black,Brand New,Automatic,94000,"Nairobi, Nairobi Central","KSh 3,350,000"
Premacy,Mazda,2013,Black,Brand New,Automatic,78000,"Nairobi, Nairobi Central","KSh 1,100,000"
Premacy,Mazda,2013,Black,Brand New,Automatic,78000,"Nairobi, Nairobi Central","KSh 1,100,000"
Land,Toyota,2013,Black,Brand New,Automatic,45852,"Nairobi, Nairobi Central","KSh 4,890,000"
CX-5,Mazda,2014,Blue,Brand New,Automatic,115000,"Nairobi, Nairobi Central","KSh 2,100,000"
CX-5,Mazda,2014,Blue,Brand New,Automatic,115000,"Nairobi, Nairobi Central","KSh 2,100,000"
Land,Toyota,2014,Blue,Brand New,Automatic,74000,"Nairobi, Nairobi Central","KSh 6,400,000"
CX-5,Mazda,2015,Gray,Brand New,Automatic,72000,"Nairobi, Nairobi Central","KSh 2,550,000"
CX-5,Mazda,2015,Gray,Brand New,Automatic,72000,"Nairobi, Nairobi Central","KSh 2,550,000"
Premio,Toyota,2013,Gray,Brand New,Automatic,78000,"Nairobi, Nairobi Central","KSh 1,550,000"
Passo,Toyota,2010,Gray,Brand New,Automatic,147000,"Nairobi, Nairobi Central","KSh 530,000"
S,Mercedes-Benz,2018,Green,Brand New,Automatic,25317,"Nairobi, Nairobi Central","KSh 12,500,000"
Harrier,Toyota,2015,Pearl,Brand New,Automatic,55000,"Nairobi, Nairobi Central","KSh 3,850,000"
Tiida,Nissan,2012,Pearl,Brand New,Automatic,68000,"Nairobi, Nairobi Central","KSh 745,000"
Harrier,Toyota,2014,Purple,Brand New,Automatic,55000,"Nairobi, Nairobi Central","KSh 3,550,000"
CX-5,Mazda,2015,Red,Brand New,Automatic,58000,"Nairobi, Nairobi Central","KSh 2,500,000"
Note,Nissan,2014,Red,Brand New,Automatic,66000,"Nairobi, Nairobi Central","KSh 770,000"
Vitz,Toyota,2012,Red,Brand New,Automatic,48000,"Nairobi, Nairobi Central","KSh 795,000"
Vitz,Toyota,2012,Red,Brand New,Automatic,48000,"Nairobi, Nairobi Central","KSh 795,000"
Extrail,Nissan,Unkown,Shape,Brand New,Automatic,72000,"Nairobi, Nairobi Central","KSh 2,400,000"
X-Trail,Nissan,2014,Silver,Brand New,Automatic,45000,"Nairobi, Nairobi Central","KSh 2,400,000"
Note,Nissan,2014,Silver,Brand New,Automatic,90000,"Nairobi, Nairobi Central","KSh 690,000"
Note,Nissan,2014,Silver,Brand New,Automatic,72000,"Nairobi, Nairobi Central","KSh 755,000"
Succeed,Toyota,2014,Silver,Brand New,Automatic,100000,"Nairobi, Nairobi Central","KSh 1,050,000"
Sienta,Toyota,2014,Silver,Brand New,Automatic,45000,"Nairobi, Nairobi Central","KSh 1,100,000"
Shuttle,Honda,2013,Silver,Brand New,Automatic,67000,"Nairobi, Nairobi Central","KSh 975,000"
Wingroad,Nissan,2013,Silver,Brand New,Automatic,66000,"Nairobi, Nairobi Central","KSh 765,000"
Wagon,Suzuki,2013,Silver,Brand New,Automatic,110000,"Nairobi, Nairobi Central","KSh 545,000"
Fielder,Toyota,2013,Silver,Brand New,Automatic,133000,"Nairobi, Nairobi Central","KSh 1,290,000"
Fielder,Toyota,2013,Silver,Brand New,Automatic,133000,"Nairobi, Nairobi Central","KSh 1,290,000"
E250,Mercedes-Benz,2012,Silver,Brand New,Automatic,93000,"Nairobi, Nairobi Central","KSh 2,350,000"
Patrol,Nissan,2020,White,Brand New,Automatic,15,"Nairobi, Nairobi Central","KSh 13,000,000"
E200,Mercedes-Benz,2018,White,Brand New,Automatic,5000,"Nairobi, Nairobi Central","KSh 7,500,000"
Harrier,Toyota,2015,White,Brand New,Automatic,75000,"Nairobi, Nairobi Central","KSh 3,950,000"
CX-5,Mazda,2014,White,Brand New,Automatic,63000,"Nairobi, Nairobi Central","KSh 2,100,000"
Alto,Suzuki,2014,White,Brand New,Automatic,69000,"Nairobi, Nairobi Central","KSh 585,000"
Wagon,Suzuki,2014,White,Brand New,Automatic,65800,"Nairobi, Nairobi Central","KSh 685,000"
ISIS,Toyota,2014,White,Brand New,Automatic,95000,"Nairobi, Nairobi Central","KSh 1,320,000"
Harrier,Toyota,2014,White,Brand New,Automatic,80000,"Nairobi, Nairobi Central","KSh 3,240,000"
Harrier,Toyota,2014,White,Brand New,Automatic,68000,"Nairobi, Nairobi Central","KSh 3,600,000"
Land,Toyota,2014,White,Brand New,Automatic,10000,"Nairobi, Nairobi Central","KSh 5,400,000"
Vitz,Toyota,2014,White,Brand New,Automatic,87000,"Nairobi, Nairobi Central","KSh 865,000"
Vitz,Toyota,2014,White,Brand New,Automatic,87000,"Nairobi, Nairobi Central","KSh 865,000"
Bongo,Mazda,2013,White,Brand New,Automatic,55000,"Nairobi, Nairobi Central","KSh 945,000"
Advan,Nissan,2013,White,Brand New,Automatic,73000,"Nairobi, Nairobi Central","KSh 655,000"
Wingroad,Nissan,2013,White,Brand New,Automatic,56000,"Nairobi, Nairobi Central","KSh 765,000"
Alto,Suzuki,2013,White,Brand New,Automatic,42000,"Nairobi, Nairobi Central","KSh 550,000"
Wagon,Suzuki,2013,White,Brand New,Automatic,93000,"Nairobi, Nairobi Central","KSh 656,000"
Succeed,Toyota,2013,White,Brand New,Automatic,100000,"Nairobi, Nairobi Central","KSh 1,100,000"
Axio,Toyota,2013,White,Brand New,Automatic,32000,"Nairobi, Nairobi Central","KSh 1,170,000"
Vanguard,Toyota,2013,White,Brand New,Automatic,58279,"Nairobi, Nairobi Central","KSh 2,500,000"
Hilux,Toyota,2012,White,Brand New,Automatic,168000,"Nairobi, Nairobi Central","KSh 3,550,000"
A7,Audi,2014,Black,Brand New,Automatic,Unavailable,"Nairobi, Parklands/Highridge","KSh 3,999,999"
Belta,Toyota,2012,Silver,Brand New,Automatic,30000,"Nairobi, Parklands/Highridge","KSh 770,000"
Belta,Toyota,2012,Silver,Brand New,Automatic,30000,"Nairobi, Parklands/Highridge","KSh 770,000"
Probox,Toyota,2014,White,Brand New,Automatic,Unavailable,"Nairobi, Parklands/Highridge","KSh 950,000"
Note,Nissan,2014,Black,Brand New,Automatic,72015,"Nairobi, Ridgeways","KSh 835,000"
Fit,Honda,2014,Pearl,Brand New,Automatic,99100,"Nairobi, Ridgeways","KSh 1,050,000"
Land,Toyota,2020,White,Brand New,Automatic,43,"Nairobi, Ridgeways","KSh 10,500,000"
X6,BMW,2009,White,Brand New,Automatic,112521,"Nairobi, Ridgeways","KSh 2,850,000"
X6,BMW,2009,White,Brand New,Automatic,112521,"Nairobi, Ridgeways","KSh 2,850,000"
Porte,Toyota,2015,Red,Brand New,Automatic,59000,"Nairobi, Ruai","KSh 850,000"
Land,Toyota,2021,Black,Brand New,Automatic,51,"Nairobi, South C","KSh 10,900,000"
Stream,Honda,2014,Black,Brand New,Automatic,62514,"Nairobi, Westlands","KSh 1,430,000"
Stream,Honda,2014,Black,Brand New,Automatic,62514,"Nairobi, Westlands","KSh 1,430,000"
Impreza,Subaru,2014,Black,Brand New,Automatic,62023,"Nairobi, Westlands","KSh 1,370,000"
XV,Subaru,2014,Silver,Brand New,Automatic,45000,"Nairobi, Westlands","KSh 1,899,000"
